#node1	node2	combined_score
Serine/threonine-protein kinase mTOR	Target of rapamycin complex 2 subunit MAPKAP1	0.999
Serine/threonine-protein kinase mTOR	Tubulin alpha-1B chain	0.994
Serine/threonine-protein kinase mTOR	Tubulin beta chain	0.994
Serine/threonine-protein kinase pim-1	Signal transducer and activator of transcription 5B	0.75
Serine/threonine-protein kinase pim-1	Serine/threonine-protein kinase pim-2	0.907
Serine/threonine-protein kinase tousled-like 1	Serine/threonine-protein kinase tousled-like 2	0.994
Serotonin Receptors	Voltage-dependent L-type calcium channel subunit alpha-1F	0.9
Serotonin Receptors	Voltage-dependent L-type calcium channel subunit alpha-1S	0.9
Serotonin Receptors	Voltage-dependent L-type calcium channel subunit alpha-1D	0.9
Serotonin Receptors	Voltage-dependent L-type calcium channel subunit alpha-1C	0.9
Sigma non-opioid intracellular receptor 1	Squalene monooxygenase	0.954
Signal transducer and activator of transcription 3	Transcription factor Sp1	0.739
Signal transducer and activator of transcription 3	Tyrosine-protein kinase Lyn	0.759
Signal transducer and activator of transcription 3	Tyrosine-protein kinase Lck	0.806
Signal transducer and activator of transcription 3	Tyrosine-protein kinase SYK	0.893
Signal transducer and activator of transcription 3	Transcription factor p65	0.793
Signal transducer and activator of transcription 3	Signal transducer and activator of transcription 5B	0.936
Signal transducer and activator of transcription 3	Tyrosine-protein kinase JAK3	0.944
Signal transducer and activator of transcription 3	Tyrosine-protein kinase JAK1	0.983
Signal transducer and activator of transcription 3	Tyrosine-protein kinase JAK2	0.988
Signal transducer and activator of transcription 5B	Tyrosine-protein kinase ABL1	0.941
Signal transducer and activator of transcription 5B	Tyrosine-protein kinase JAK3	0.94
Signal transducer and activator of transcription 5B	Tyrosine-protein kinase JAK2	0.97
Signal transducer and activator of transcription 5B	Tyrosine-protein kinase JAK1	0.944
Sodium channel protein type 1 subunit alpha	cAMP-dependent protein kinase catalytic subunit beta	0.9
Sodium channel protein type 1 subunit alpha	Sodium channel regulatory subunit beta-1	0.838
Sodium channel protein type 10 subunit alpha	Sodium channel protein type 5 subunit alpha	0.744
Sodium channel protein type 10 subunit alpha	Sodium channel protein type 2 subunit alpha	0.735
Sodium channel protein type 10 subunit alpha	Sodium channel protein type 4 subunit alpha	0.735
Sodium channel protein type 10 subunit alpha	Sodium channel regulatory subunit beta-1	0.835
Sodium channel protein type 2 subunit alpha	Sodium channel protein type 3 subunit alpha	0.979
Sodium channel protein type 2 subunit alpha	Sodium channel protein type 5 subunit alpha	0.736
Sodium channel protein type 2 subunit alpha	Sodium channel protein type 9 subunit alpha	0.9
Sodium channel protein type 2 subunit alpha	Sodium channel protein type 4 subunit alpha	0.941
Sodium channel protein type 2 subunit alpha	Sodium channel regulatory subunit beta-1	0.867
Sodium channel protein type 3 subunit alpha	Sodium channel protein type 4 subunit alpha	0.904
Sodium channel protein type 3 subunit alpha	Sodium channel protein type 9 subunit alpha	0.9
Sodium channel protein type 3 subunit alpha	Sodium channel regulatory subunit beta-1	0.984
Sodium channel protein type 4 subunit alpha	Sodium channel protein type 5 subunit alpha	0.72
Sodium channel protein type 4 subunit alpha	Sodium channel regulatory subunit beta-1	0.997
Sodium channel protein type 5 subunit alpha	cAMP-dependent protein kinase catalytic subunit beta	0.9
Sodium channel protein type 5 subunit alpha	Sodium channel regulatory subunit beta-1	0.948
Sodium channel protein type 9 subunit alpha	Sodium channel regulatory subunit beta-1	0.977
Sodium channel regulatory subunit beta-1	cAMP-dependent protein kinase catalytic subunit beta	0.9
Sodium/calcium exchanger 1	cGMP-dependent protein kinase 2	0.9
Sodium/calcium exchanger 1	cAMP-dependent protein kinase catalytic subunit beta	0.9
Solute carrier family 12 member 2	cAMP-dependent protein kinase catalytic subunit beta	0.901
Sphingosine 1-phosphate receptor 1	Sphingosine 1-phosphate receptor 4	0.9
Sphingosine kinase 1	Sphingosine kinase 2	0.9
Stathmin-4	Tubulin alpha-1B chain	0.909
Stathmin-4	Tubulin beta-2A chain	0.909
Stathmin-4	Tubulin alpha-1A chain	0.909
"Steroid 17-alpha-hydroxylase/17,20 lyase"	Steryl-sulfatase	0.9
Sterol O-acyltransferase 1	Steryl-sulfatase	0.8
Stromelysin-1	Stromelysin-2	0.905
TGF-beta receptor type-1	Transforming growth factor beta-1 proprotein	0.997
TGF-beta receptor type-1	TGF-beta receptor type-2	0.998
TGF-beta receptor type-2	Transforming growth factor beta-1 proprotein	0.998
Thioredoxin	"Thioredoxin reductase 1, cytoplasmic"	0.977
Thrombopoietin receptor	Tyrosine-protein kinase JAK2	0.828
Thymidine kinase	Thymidylate synthase	0.948
Thyroid hormone receptor	Thyroid hormone receptor beta	0.9
Thyroid peroxidase	Tyrosinase	0.9
Thyroid peroxidase	Tyrosine 3-monooxygenase	0.9
Toll-like receptor 2	Transcription factor p65	0.908
Toll-like receptor 2	Toll-like receptor 9	0.9
Toll-like receptor 2	Toll-like receptor 4	0.9
Toll-like receptor 4	Toll-like receptor 9	0.9
Toll-like receptor 4	Transcription factor p65	0.908
Toll-like receptor 7	Toll-like receptor 8	0.926
Toll-like receptor 7	Toll-like receptor 9	0.9
Transcription factor RelB	Transcription factor p65	0.987
Transcription factor Sp1	cAMP-dependent protein kinase catalytic subunit beta	0.905
Transcription factor Sp1	Transcription factor p65	0.876
Transcription factor p65	cAMP-dependent protein kinase catalytic subunit beta	0.902
Transcription factor p65	Tumor necrosis factor	0.949
Transient receptor potential cation channel subfamily V member 1	cAMP-dependent protein kinase catalytic subunit beta	0.905
Tubulin alpha-1A chain	Tubulin beta-1 chain	0.739
Tubulin alpha-1A chain	Tubulin alpha-4A chain	0.945
Tubulin alpha-1A chain	Tubulin beta-4A chain	0.851
Tubulin alpha-1A chain	Tubulin beta-3 chain	0.992
Tubulin alpha-1A chain	Tubulin alpha-1B chain	0.951
Tubulin alpha-1A chain	Tubulin beta chain	0.944
Tubulin alpha-1A chain	Tubulin beta-4B chain	0.992
Tubulin alpha-1A chain	Tubulin beta-2A chain	0.989
Tubulin alpha-1B chain	Tubulin beta-1 chain	0.807
Tubulin alpha-1B chain	Tubulin beta-4A chain	0.782
Tubulin alpha-1B chain	Tubulin beta-3 chain	0.995
Tubulin alpha-1B chain	Tubulin alpha-1C chain	0.865
Tubulin alpha-1B chain	Tubulin beta-4B chain	0.867
Tubulin alpha-1B chain	Tubulin beta chain	0.993
Tubulin alpha-1B chain	Tubulin beta-2A chain	0.989
Tubulin alpha-1C chain	Tubulin beta-1 chain	0.739
Tubulin alpha-1C chain	Tubulin alpha-4A chain	0.765
Tubulin alpha-1C chain	Tubulin beta-4A chain	0.791
Tubulin alpha-1C chain	Tubulin beta-3 chain	0.92
Tubulin alpha-1C chain	Tubulin beta chain	0.895
Tubulin alpha-1C chain	Tubulin beta-4B chain	0.862
Tubulin alpha-1C chain	Tubulin beta-2A chain	0.78
Tubulin alpha-4A chain	Tubulin beta-1 chain	0.739
Tubulin alpha-4A chain	Tubulin beta-4A chain	0.874
Tubulin alpha-4A chain	Tubulin beta-4B chain	0.94
Tubulin alpha-4A chain	Tubulin beta-3 chain	0.945
Tubulin alpha-4A chain	Tubulin beta chain	0.925
Tubulin alpha-4A chain	Tubulin beta-2A chain	0.916
Tubulin alpha-8 chain	Tubulin beta-1 chain	0.739
Tubulin alpha-8 chain	Tubulin beta-4A chain	0.739
Tubulin alpha-8 chain	Tubulin beta-3 chain	0.739
Tubulin alpha-8 chain	Tubulin beta-4B chain	0.739
Tubulin alpha-8 chain	Tubulin beta chain	0.739
Tubulin alpha-8 chain	Tubulin beta-2A chain	0.739
Tubulin beta chain	Tubulin beta-2A chain	0.788
Tubulin beta chain	Tubulin beta-4B chain	0.943
Tubulin beta-2A chain	Tubulin beta-4B chain	0.844
Tubulin beta-4A chain	Tubulin beta-4B chain	0.879
Tyrosinase	Tyrosine 3-monooxygenase	0.9
Tyrosine-protein kinase ABL1	Tyrosine-protein kinase Fyn	0.909
Tyrosine-protein kinase ABL1	Tyrosine-protein kinase ABL2	0.951
Tyrosine-protein kinase BTK	Tyrosine-protein kinase SYK	0.926
Tyrosine-protein kinase BTK	Tyrosine-protein kinase Tec	0.905
Tyrosine-protein kinase BTK	Tyrosine-protein kinase Lyn	0.926
Tyrosine-protein kinase CSK	Tyrosine-protein kinase FRK	0.721
Tyrosine-protein kinase CSK	Tyrosine-protein kinase Lyn	0.93
Tyrosine-protein kinase Fer	Tyrosine-protein kinase Yes	0.905
Tyrosine-protein kinase Fgr	Tyrosine-protein kinase ITK/TSK	0.9
Tyrosine-protein kinase Fyn	Tyrosine-protein kinase ZAP-70	0.931
Tyrosine-protein kinase Fyn	Tyrosine-protein kinase Yes	0.991
Tyrosine-protein kinase Fyn	Tyrosine-protein kinase Lyn	0.9
Tyrosine-protein kinase Fyn	Tyrosine-protein kinase Lck	0.926
Tyrosine-protein kinase HCK	Tyrosine-protein kinase SYK	0.813
Tyrosine-protein kinase HCK	Tyrosine-protein kinase JAK2	0.8
Tyrosine-protein kinase HCK	Tyrosine-protein kinase ITK/TSK	0.9
Tyrosine-protein kinase HCK	Tyrosine-protein kinase Lyn	0.958
Tyrosine-protein kinase ITK/TSK	Tyrosine-protein kinase TXK	0.9
Tyrosine-protein kinase ITK/TSK	Tyrosine-protein kinase Tec	0.9
Tyrosine-protein kinase ITK/TSK	Tyrosine-protein kinase Lyn	0.9
Tyrosine-protein kinase JAK1	Vascular endothelial growth factor receptor 2	0.903
Tyrosine-protein kinase JAK1	Tyrosine-protein kinase receptor UFO	0.901
Tyrosine-protein kinase JAK1	Tyrosine-protein kinase JAK2	0.948
Tyrosine-protein kinase JAK1	Tyrosine-protein kinase Lyn	0.8
Tyrosine-protein kinase JAK1	Tyrosine-protein kinase JAK3	0.948
Tyrosine-protein kinase JAK2	Vascular endothelial growth factor receptor 2	0.903
Tyrosine-protein kinase JAK2	Tyrosine-protein kinase receptor UFO	0.901
Tyrosine-protein kinase JAK2	Tyrosine-protein kinase SYK	0.8
Tyrosine-protein kinase JAK2	Tyrosine-protein kinase Lyn	0.852
Tyrosine-protein kinase JAK2	Tyrosine-protein kinase JAK3	0.926
Tyrosine-protein kinase Lck	Tyrosine-protein kinase ZAP-70	0.982
Tyrosine-protein kinase Lck	Tyrosine-protein kinase SYK	0.864
Tyrosine-protein kinase Lck	Tyrosine-protein kinase Lyn	0.756
Tyrosine-protein kinase Lyn	Tyrosine-protein kinase SYK	0.931
Tyrosine-protein kinase Lyn	Tyrosine-protein kinase Yes	0.704
Tyrosine-protein kinase SYK	Tyrosine-protein kinase ZAP-70	0.9
Vascular endothelial growth factor B	Vascular endothelial growth factor receptor 3	0.7
Vascular endothelial growth factor B	Vascular endothelial growth factor receptor 2	0.7
Vascular endothelial growth factor B	Vascular endothelial growth factor receptor 1	0.986
Vascular endothelial growth factor B	Vascular endothelial growth factor D	0.901
Vascular endothelial growth factor B	Vascular endothelial growth factor C	0.901
Vascular endothelial growth factor C	Vascular endothelial growth factor receptor 3	0.983
Vascular endothelial growth factor C	Vascular endothelial growth factor receptor 2	0.986
Vascular endothelial growth factor C	Vascular endothelial growth factor D	0.9
Vascular endothelial growth factor D	Vascular endothelial growth factor receptor 3	0.886
Vascular endothelial growth factor D	Vascular endothelial growth factor receptor 2	0.795
Vasopressin V1a receptor	Vasopressin V2 receptor	0.9
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent calcium channel gamma-1 subunit	0.924
Voltage-dependent L-type calcium channel subunit alpha-1C	cGMP-dependent protein kinase 2	0.9
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent T-type calcium channel subunit alpha-1H	0.763
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit beta-4	0.938
Voltage-dependent L-type calcium channel subunit alpha-1C	cAMP-dependent protein kinase catalytic subunit beta	0.9
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit alpha-1F	0.9
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit alpha-1D	0.95
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit alpha-1S	0.9
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit beta-1	0.912
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit beta-3	0.983
Voltage-dependent L-type calcium channel subunit alpha-1C	Voltage-dependent L-type calcium channel subunit beta-2	0.967
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent calcium channel gamma-1 subunit	0.924
Voltage-dependent L-type calcium channel subunit alpha-1D	cGMP-dependent protein kinase 2	0.9
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent T-type calcium channel subunit alpha-1H	0.763
Voltage-dependent L-type calcium channel subunit alpha-1D	cAMP-dependent protein kinase catalytic subunit beta	0.9
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent L-type calcium channel subunit beta-4	0.938
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent L-type calcium channel subunit alpha-1S	0.9
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent L-type calcium channel subunit alpha-1F	0.9
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent L-type calcium channel subunit beta-1	0.881
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent L-type calcium channel subunit beta-3	0.993
Voltage-dependent L-type calcium channel subunit alpha-1D	Voltage-dependent L-type calcium channel subunit beta-2	0.96
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent calcium channel gamma-1 subunit	0.882
Voltage-dependent L-type calcium channel subunit alpha-1F	cGMP-dependent protein kinase 2	0.9
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent L-type calcium channel subunit beta-3	0.938
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent L-type calcium channel subunit beta-2	0.828
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent T-type calcium channel subunit alpha-1H	0.763
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent L-type calcium channel subunit alpha-1S	0.9
Voltage-dependent L-type calcium channel subunit alpha-1F	cAMP-dependent protein kinase catalytic subunit beta	0.9
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent L-type calcium channel subunit beta-1	0.717
Voltage-dependent L-type calcium channel subunit alpha-1F	Voltage-dependent L-type calcium channel subunit beta-4	0.938
Voltage-dependent L-type calcium channel subunit alpha-1S	Voltage-dependent calcium channel gamma-1 subunit	0.981
Voltage-dependent L-type calcium channel subunit alpha-1S	cGMP-dependent protein kinase 2	0.9
Voltage-dependent L-type calcium channel subunit alpha-1S	Voltage-dependent L-type calcium channel subunit beta-3	0.938
Voltage-dependent L-type calcium channel subunit alpha-1S	Voltage-dependent L-type calcium channel subunit beta-2	0.94
Voltage-dependent L-type calcium channel subunit alpha-1S	Voltage-dependent T-type calcium channel subunit alpha-1H	0.763
Voltage-dependent L-type calcium channel subunit alpha-1S	cAMP-dependent protein kinase catalytic subunit beta	0.9
Voltage-dependent L-type calcium channel subunit alpha-1S	Voltage-dependent L-type calcium channel subunit beta-4	0.938
Voltage-dependent L-type calcium channel subunit alpha-1S	Voltage-dependent L-type calcium channel subunit beta-1	0.969
Voltage-dependent L-type calcium channel subunit beta-1	Voltage-dependent calcium channel gamma-1 subunit	0.905
Voltage-dependent L-type calcium channel subunit beta-1	Voltage-dependent L-type calcium channel subunit beta-3	0.896
Voltage-dependent L-type calcium channel subunit beta-1	Voltage-dependent L-type calcium channel subunit beta-2	0.905
Voltage-dependent L-type calcium channel subunit beta-1	Voltage-dependent N-type calcium channel	0.964
Voltage-dependent L-type calcium channel subunit beta-2	Voltage-dependent calcium channel gamma-1 subunit	0.856
Voltage-dependent L-type calcium channel subunit beta-2	Voltage-dependent L-type calcium channel subunit beta-3	0.938
Voltage-dependent L-type calcium channel subunit beta-2	Voltage-dependent T-type calcium channel subunit alpha-1H	0.72
Voltage-dependent L-type calcium channel subunit beta-2	Voltage-dependent L-type calcium channel subunit beta-4	0.744
Voltage-dependent L-type calcium channel subunit beta-2	Voltage-dependent N-type calcium channel	0.773
Voltage-dependent L-type calcium channel subunit beta-3	Voltage-dependent calcium channel gamma-1 subunit	0.855
Voltage-dependent L-type calcium channel subunit beta-3	Voltage-dependent T-type calcium channel subunit alpha-1H	0.72
Voltage-dependent L-type calcium channel subunit beta-3	Voltage-dependent L-type calcium channel subunit beta-4	0.936
Voltage-dependent L-type calcium channel subunit beta-3	Voltage-dependent R-type calcium channel subunit alpha-1E	0.964
Voltage-dependent L-type calcium channel subunit beta-3	Voltage-dependent N-type calcium channel	0.984
Voltage-dependent L-type calcium channel subunit beta-4	Voltage-dependent calcium channel gamma-1 subunit	0.847
