Drug1,Drug2,Cell_line,classification
MK-2206,Bortezomib,SW837_LARGE_INTESTINE,synergy
MK-2206,Carfilzomib,TC71_BONE,synergy
MK-2206,Cobimetinib,RD_SOFT_TISSUE,synergy
MK-2206,Crenolanib,TC71_BONE,synergy
MK-2206,Danusertib,TC71_BONE,synergy
MK-2206,Dasatinib,A2058_SKIN,synergy
MK-2206,Dasatinib,A2780_OVARY,synergy
MK-2206,Dasatinib,A375_SKIN,synergy
MK-2206,Dasatinib,COLO320_LARGE_INTESTINE,synergy
MK-2206,Dasatinib,HCT116_LARGE_INTESTINE,synergy
MK-2206,Dasatinib,HT144_SKIN,synergy
MK-2206,Dasatinib,HT29_LARGE_INTESTINE,synergy
MK-2206,Dasatinib,KPL1_BREAST,synergy
MK-2206,Dasatinib,NCIH1650_LUNG,synergy
MK-2206,Dasatinib,NCIH23_LUNG,synergy
MK-2206,Dasatinib,NCIH460_LUNG,synergy
MK-2206,Dasatinib,OV90_OVARY,synergy
MK-2206,Dasatinib,RKO_LARGE_INTESTINE,synergy
MK-2206,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
MK-2206,Dasatinib,SKMEL30_SKIN,synergy
MK-2206,Dasatinib,SW837_LARGE_INTESTINE,synergy
MK-2206,Dasatinib,UACC62_SKIN,synergy
MK-2206,Dasatinib,VCAP_PROSTATE,synergy
MK-2206,Erlotinib,A2058_SKIN,synergy
MK-2206,Erlotinib,A2780_OVARY,synergy
MK-2206,Erlotinib,A375_SKIN,synergy
MK-2206,Erlotinib,COLO320_LARGE_INTESTINE,synergy
MK-2206,Erlotinib,EFM192A_BREAST,synergy
MK-2206,Erlotinib,ES2_OVARY,synergy
MK-2206,Erlotinib,HCT116_LARGE_INTESTINE,synergy
MK-2206,Erlotinib,HT29_LARGE_INTESTINE,synergy
MK-2206,Erlotinib,KPL1_BREAST,synergy
MK-2206,Erlotinib,NCIH1650_LUNG,synergy
MK-2206,Erlotinib,NCIH23_LUNG,synergy
MK-2206,Erlotinib,RPMI7951_SKIN,synergy
MK-2206,Erlotinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
MK-2206,Erlotinib,SKMES1_LUNG,synergy
MK-2206,Erlotinib,SKOV3_OVARY,synergy
MK-2206,Erlotinib,SW620_LARGE_INTESTINE,synergy
MK-2206,Erlotinib,SW837_LARGE_INTESTINE,synergy
MK-2206,Erlotinib,UACC62_SKIN,synergy
MK-2206,Etoposide,TC71_BONE,synergy
MK-2206,Everolimus,TC71_BONE,synergy
MK-2206,GSK-461364A,TC71_BONE,synergy
MK-2206,KX-01,TC71_BONE,synergy
MK-2206,Lestaurtinib,TC71_BONE,synergy
MK-2206,MK-1775,TC71_BONE,synergy
MK-2206,MK-2206,RD_SOFT_TISSUE,synergy
MK-2206,MK-8776,TC71_BONE,synergy
MK-2206,Ombrabulin,TC71_BONE,synergy
MK-2206,PD-0325901,A2058_SKIN,synergy
MK-2206,PD-0325901,A2780_OVARY,synergy
MK-2206,PD-0325901,A427_LUNG,synergy
MK-2206,PD-0325901,CAOV3_OVARY,synergy
MK-2206,PD-0325901,ES2_OVARY,synergy
MK-2206,PD-0325901,HCT116_LARGE_INTESTINE,synergy
MK-2206,PD-0325901,HT29_LARGE_INTESTINE,synergy
MK-2206,PD-0325901,KPL1_BREAST,synergy
MK-2206,PD-0325901,NCIH460_LUNG,synergy
MK-2206,PD-0325901,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
MK-2206,PD-0325901,SKOV3_OVARY,synergy
MK-2206,PD-0325901,T47D_BREAST,synergy
MK-2206,Pelitinib,TC71_BONE,synergy
MK-2206,Picropodophyllin,TC71_BONE,synergy
MK-2206,Pralatrexate,TC71_BONE,synergy
MK-2206,Ridaforolimus,A2058_SKIN,synergy
MK-2206,Ridaforolimus,A2780_OVARY,synergy
MK-2206,Ridaforolimus,A375_SKIN,synergy
MK-2206,Ridaforolimus,A427_LUNG,synergy
MK-2206,Ridaforolimus,CAOV3_OVARY,synergy
MK-2206,Ridaforolimus,COLO320_LARGE_INTESTINE,synergy
MK-2206,Ridaforolimus,EFM192A_BREAST,synergy
MK-2206,Ridaforolimus,HCT116_LARGE_INTESTINE,synergy
MK-2206,Ridaforolimus,HT144_SKIN,synergy
MK-2206,Ridaforolimus,HT29_LARGE_INTESTINE,synergy
MK-2206,Ridaforolimus,KPL1_BREAST,synergy
MK-2206,Ridaforolimus,OV90_OVARY,synergy
MK-2206,Ridaforolimus,RKO_LARGE_INTESTINE,synergy
MK-2206,Ridaforolimus,RPMI7951_SKIN,synergy
MK-2206,Ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
MK-2206,Ridaforolimus,SKMEL30_SKIN,synergy
MK-2206,Ridaforolimus,SKMES1_LUNG,synergy
MK-2206,Ridaforolimus,SKOV3_OVARY,synergy
MK-2206,Ridaforolimus,VCAP_PROSTATE,synergy
MK-2206,Romidepsin,TC71_BONE,synergy
MK-2206,Sorafenib,A2058_SKIN,synergy
MK-2206,Sorafenib,A2780_OVARY,synergy
MK-2206,Sorafenib,A375_SKIN,synergy
MK-2206,Sorafenib,A427_LUNG,synergy
MK-2206,Sorafenib,CAOV3_OVARY,synergy
MK-2206,Sorafenib,COLO320_LARGE_INTESTINE,synergy
MK-2206,Sorafenib,ES2_OVARY,synergy
MK-2206,Sorafenib,HCT116_LARGE_INTESTINE,synergy
MK-2206,Sorafenib,HT144_SKIN,synergy
MK-2206,Sorafenib,HT29_LARGE_INTESTINE,synergy
MK-2206,Sorafenib,NCIH460_LUNG,synergy
MK-2206,Sorafenib,OV90_OVARY,synergy
MK-2206,Sorafenib,RKO_LARGE_INTESTINE,synergy
MK-2206,Sorafenib,SKMEL30_SKIN,synergy
MK-2206,Sorafenib,SKMES1_LUNG,synergy
MK-2206,Sorafenib,SKOV3_OVARY,synergy
MK-2206,Sorafenib,SW620_LARGE_INTESTINE,synergy
MK-2206,Sorafenib,SW837_LARGE_INTESTINE,synergy
MK-2206,Sorafenib,T47D_BREAST,synergy
MK-2206,Sorafenib,UACC62_SKIN,synergy
MK-2206,Sorafenib,VCAP_PROSTATE,synergy
MK-2206,Tivantinib,TC71_BONE,synergy
MK-2206,Topotecan,A2058_SKIN,synergy
MK-2206,Topotecan,A2780_OVARY,synergy
MK-2206,Topotecan,A375_SKIN,synergy
MK-2206,Topotecan,A427_LUNG,synergy
MK-2206,Topotecan,CAOV3_OVARY,synergy
MK-2206,Topotecan,ES2_OVARY,synergy
MK-2206,Topotecan,HCT116_LARGE_INTESTINE,synergy
MK-2206,Topotecan,HT144_SKIN,synergy
MK-2206,Topotecan,KPL1_BREAST,synergy
MK-2206,Topotecan,NCIH1650_LUNG,synergy
MK-2206,Topotecan,NCIH460_LUNG,synergy
MK-2206,Topotecan,OV90_OVARY,synergy
MK-2206,Topotecan,RKO_LARGE_INTESTINE,synergy
MK-2206,Topotecan,RPMI7951_SKIN,synergy
MK-2206,Topotecan,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
MK-2206,Topotecan,SKMEL30_SKIN,synergy
MK-2206,Topotecan,SKMES1_LUNG,synergy
MK-2206,Topotecan,SW620_LARGE_INTESTINE,synergy
MK-2206,Topotecan,VCAP_PROSTATE,synergy
MK-2206,Trametinib,RD_SOFT_TISSUE,synergy
MK-8776,AT-7519,TC71_BONE,synergy
MK-8776,AVN944,TC71_BONE,synergy
MK-8776,BKM-120,TC71_BONE,synergy
MK-8776,Crenolanib,TC71_BONE,synergy
MK-8776,Everolimus,TC71_BONE,synergy
MK-8776,KX-01,TC71_BONE,synergy
MK-8776,Lestaurtinib,TC71_BONE,synergy
MK-8776,Linsitinib,TC71_BONE,synergy
MK-8776,MK-1775,TC71_BONE,synergy
MK-8776,Niraparib,TC71_BONE,synergy
MK-8776,Pelitinib,TC71_BONE,synergy
MK-8776,Pralatrexate,TC71_BONE,synergy
MK-8776,Romidepsin,TC71_BONE,synergy
Macitentan,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Masitinib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Meloxicam,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Meprednisone,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Allopurinol,CAKI1_KIDNEY,synergy
Methotrexate,Allopurinol,OVCAR4_OVARY,synergy
Methotrexate,Allopurinol,PC3_PROSTATE,synergy
Methotrexate,BEZ-235,NCIH520_LUNG,synergy
Methotrexate,BEZ-235,SKMEL30_SKIN,synergy
Methotrexate,BEZ-235,SKOV3_OVARY,synergy
Methotrexate,BEZ-235,SW837_LARGE_INTESTINE,synergy
Methotrexate,Bortezomib,COLO320_LARGE_INTESTINE,synergy
Methotrexate,Bortezomib,ES2_OVARY,synergy
Methotrexate,Bortezomib,SW837_LARGE_INTESTINE,synergy
Methotrexate,Busulfan,CAKI1_KIDNEY,synergy
Methotrexate,Busulfan,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Dasatinib,A2058_SKIN,synergy
Methotrexate,Dasatinib,ES2_OVARY,synergy
Methotrexate,Dasatinib,HT144_SKIN,synergy
Methotrexate,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Dasatinib,SKMEL30_SKIN,synergy
Methotrexate,Decitabine,HCT116_LARGE_INTESTINE,synergy
Methotrexate,Decitabine,HT29_LARGE_INTESTINE,synergy
Methotrexate,Decitabine,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Decitabine,SKMEL5_SKIN,synergy
Methotrexate,Erlotinib,A2058_SKIN,synergy
Methotrexate,Erlotinib,A375_SKIN,synergy
Methotrexate,Erlotinib,A427_LUNG,synergy
Methotrexate,Erlotinib,ES2_OVARY,synergy
Methotrexate,Erlotinib,LNCAPCLONEFGC_PROSTATE,synergy
Methotrexate,Erlotinib,NCIH1650_LUNG,synergy
Methotrexate,Erlotinib,NCIH23_LUNG,synergy
Methotrexate,Erlotinib,RKO_LARGE_INTESTINE,synergy
Methotrexate,Erlotinib,SKMEL30_SKIN,synergy
Methotrexate,Erlotinib,SW620_LARGE_INTESTINE,synergy
Methotrexate,Ifosfamide,HCT116_LARGE_INTESTINE,synergy
Methotrexate,Ifosfamide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Methotrexate,Ifosfamide,MDAMB468_BREAST,synergy
Methotrexate,Ifosfamide,SKMEL5_SKIN,synergy
Methotrexate,Imatinib,A549_LUNG,synergy
Methotrexate,Imatinib,CAKI1_KIDNEY,synergy
Methotrexate,Imatinib,KM12_LARGE_INTESTINE,synergy
Methotrexate,Imatinib,LOXIMVI_SKIN,synergy
Methotrexate,Imatinib,MCF7_BREAST,synergy
Methotrexate,Imatinib,MDAMB231_BREAST,synergy
Methotrexate,Imatinib,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Imatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Methotrexate,Imiquimod,A549_LUNG,synergy
Methotrexate,Imiquimod,HS578T_BREAST,synergy
Methotrexate,Imiquimod,NCIH460_LUNG,synergy
Methotrexate,Ixabepilone,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,MK-1775,A2780_OVARY,synergy
Methotrexate,MK-1775,ES2_OVARY,synergy
Methotrexate,MK-1775,HT144_SKIN,synergy
Methotrexate,MK-1775,NCIH23_LUNG,synergy
Methotrexate,MK-1775,NCIH520_LUNG,synergy
Methotrexate,MK-1775,RKO_LARGE_INTESTINE,synergy
Methotrexate,MK-1775,RPMI7951_SKIN,synergy
Methotrexate,MK-1775,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,MK-1775,SKMEL30_SKIN,synergy
Methotrexate,MK-1775,SKOV3_OVARY,synergy
Methotrexate,MK-2206,CAOV3_OVARY,synergy
Methotrexate,MK-2206,COLO320_LARGE_INTESTINE,synergy
Methotrexate,MK-2206,ES2_OVARY,synergy
Methotrexate,MK-2206,NCIH23_LUNG,synergy
Methotrexate,MK-2206,SKMEL30_SKIN,synergy
Methotrexate,MK-2206,SKOV3_OVARY,synergy
Methotrexate,Methoxsalen,LOXIMVI_SKIN,synergy
Methotrexate,Methoxsalen,MALME3M_SKIN,synergy
Methotrexate,Methoxsalen,MDAMB231_BREAST,synergy
Methotrexate,Methoxsalen,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Niraparib,HT29_LARGE_INTESTINE,synergy
Methotrexate,Niraparib,NCIH23_LUNG,synergy
Methotrexate,Niraparib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,PD-0325901,KPL1_BREAST,synergy
Methotrexate,PD-0325901,NCIH23_LUNG,synergy
Methotrexate,PD-0325901,NCIH520_LUNG,synergy
Methotrexate,Pipobroman,NCIH226_LUNG,synergy
Methotrexate,Pipobroman,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Ridaforolimus,HT144_SKIN,synergy
Methotrexate,Ridaforolimus,NCIH460_LUNG,synergy
Methotrexate,Ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Ridaforolimus,SKMEL30_SKIN,synergy
Methotrexate,Sorafenib,A375_SKIN,synergy
Methotrexate,Sorafenib,ES2_OVARY,synergy
Methotrexate,Sorafenib,HT144_SKIN,synergy
Methotrexate,Sorafenib,NCIH1650_LUNG,synergy
Methotrexate,Sorafenib,NCIH23_LUNG,synergy
Methotrexate,Sorafenib,NCIH520_LUNG,synergy
Methotrexate,Sorafenib,SKMES1_LUNG,synergy
Methotrexate,Sorafenib,SKOV3_OVARY,synergy
Methotrexate,Sorafenib,SW837_LARGE_INTESTINE,synergy
Methotrexate,Temozolomide,A2780_OVARY,synergy
Methotrexate,Temozolomide,CAKI1_KIDNEY,synergy
Methotrexate,Temozolomide,HCT15_LARGE_INTESTINE,synergy
Methotrexate,Temozolomide,MDAMB231_BREAST,synergy
Methotrexate,Temozolomide,NCIH23_LUNG,synergy
Methotrexate,Temozolomide,NCIH460_LUNG,synergy
Methotrexate,Temozolomide,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Temozolomide,SKOV3_OVARY,synergy
Methotrexate,Temozolomide,T47D_BREAST,synergy
Methotrexate,Thalidomide,HCT116_LARGE_INTESTINE,synergy
Methotrexate,Thalidomide,HOP62_LUNG,synergy
Methotrexate,Thalidomide,MDAMB468_BREAST,synergy
Methotrexate,Thalidomide,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Methotrexate,Thalidomide,SKMEL5_SKIN,synergy
Methotrexate,Tretinoin,MDAMB231_BREAST,synergy
Methoxsalen,Bortezomib,HOP62_LUNG,synergy
Methoxsalen,Bortezomib,HOP92_LUNG,synergy
Methoxsalen,Bortezomib,NCIH23_LUNG,synergy
Methoxsalen,Carmustine,HCT15_LARGE_INTESTINE,synergy
Methoxsalen,Carmustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Methoxsalen,Carmustine,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Carmustine,UACC257_SKIN,synergy
Methoxsalen,Decitabine,HS578T_BREAST,synergy
Methoxsalen,Decitabine,KM12_LARGE_INTESTINE,synergy
Methoxsalen,Decitabine,LOXIMVI_SKIN,synergy
Methoxsalen,Decitabine,MDAMB435S_SKIN,synergy
Methoxsalen,Decitabine,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Decitabine,SKMEL28_SKIN,synergy
Methoxsalen,Decitabine,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Ifosfamide,A498_KIDNEY,synergy
Methoxsalen,Ifosfamide,ACHN_KIDNEY,synergy
Methoxsalen,Ifosfamide,HOP62_LUNG,synergy
Methoxsalen,Ifosfamide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Methoxsalen,Ifosfamide,KM12_LARGE_INTESTINE,synergy
Methoxsalen,Ifosfamide,LOXIMVI_SKIN,synergy
Methoxsalen,Ifosfamide,NCIH226_LUNG,synergy
Methoxsalen,Ifosfamide,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Ifosfamide,SKMEL28_SKIN,synergy
Methoxsalen,Ifosfamide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Methoxsalen,Ifosfamide,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Ifosfamide,UO31_KIDNEY,synergy
Methoxsalen,Imiquimod,A498_KIDNEY,synergy
Methoxsalen,Imiquimod,KM12_LARGE_INTESTINE,synergy
Methoxsalen,Imiquimod,MDAMB435S_SKIN,synergy
Methoxsalen,Imiquimod,NCIH2122_LUNG,synergy
Methoxsalen,Imiquimod,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Imiquimod,SW620_LARGE_INTESTINE,synergy
Methoxsalen,Imiquimod,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Ixabepilone,786O_KIDNEY,synergy
Methoxsalen,Ixabepilone,KM12_LARGE_INTESTINE,synergy
Methoxsalen,Ixabepilone,MALME3M_SKIN,synergy
Methoxsalen,Ixabepilone,NCIH23_LUNG,synergy
Methoxsalen,Ixabepilone,OVCAR8_OVARY,synergy
Methoxsalen,Ixabepilone,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Pentostatin,BT549_BREAST,synergy
Methoxsalen,Pentostatin,DU145_PROSTATE,synergy
Methoxsalen,Pentostatin,KM12_LARGE_INTESTINE,synergy
Methoxsalen,Pentostatin,LOXIMVI_SKIN,synergy
Methoxsalen,Pentostatin,NCIH2122_LUNG,synergy
Methoxsalen,Pentostatin,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Methoxsalen,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Metronidazole,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Miconazole,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Mirtazapine,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Mitotane,Allopurinol,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Mitotane,Anastrozole,HCT116_LARGE_INTESTINE,synergy
Mitotane,Anastrozole,MDAMB435S_SKIN,synergy
Mitotane,Anastrozole,OVCAR8_OVARY,synergy
Mitotane,Anastrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Mitotane,Anastrozole,SKMEL5_SKIN,synergy
Mitotane,Anastrozole,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Mitotane,Anastrozole,SW620_LARGE_INTESTINE,synergy
Mitotane,Busulfan,KM12_LARGE_INTESTINE,synergy
Mitotane,Busulfan,OVCAR8_OVARY,synergy
Mitotane,Busulfan,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Mitotane,Fulvestrant,MDAMB231_BREAST,synergy
Mitotane,Ifosfamide,DU145_PROSTATE,synergy
Mitotane,Ifosfamide,HT29_LARGE_INTESTINE,synergy
Mitotane,Ifosfamide,SKMEL5_SKIN,synergy
Mitotane,Ixabepilone,HCT15_LARGE_INTESTINE,synergy
Mitotane,Ixabepilone,HOP62_LUNG,synergy
Mitotane,Ixabepilone,LOXIMVI_SKIN,synergy
Mitotane,Methotrexate,LOXIMVI_SKIN,synergy
Mitotane,Methotrexate,MALME3M_SKIN,synergy
Mitotane,Methotrexate,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Mitotane,Methotrexate,UO31_KIDNEY,synergy
Mitotane,Methoxsalen,A498_KIDNEY,synergy
Mitotane,Methoxsalen,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Mitotane,Methoxsalen,SKOV3_OVARY,synergy
Mitotane,Methoxsalen,SW620_LARGE_INTESTINE,synergy
Mitotane,Pentostatin,KM12_LARGE_INTESTINE,synergy
Mitotane,Pipobroman,CAKI1_KIDNEY,synergy
Mitotane,Pipobroman,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Mitotane,Thalidomide,786O_KIDNEY,synergy
Mitotane,Thalidomide,DU145_PROSTATE,synergy
Mitotane,Thalidomide,HCT116_LARGE_INTESTINE,synergy
Mitotane,Thalidomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Mitotane,Thalidomide,UO31_KIDNEY,synergy
Mocetinostat,Carfilzomib,EW8_BONE,synergy
Mocetinostat,Carfilzomib,TC71_BONE,synergy
Mocetinostat,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Momelotinib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Monobenzone,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Naftopidil,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Natamycin,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Nateglinide,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Neratinib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Nevirapine,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,AEE-788,TC71_BONE,synergy
Niraparib,AT-7519,TC71_BONE,synergy
Niraparib,AVN944,TC71_BONE,synergy
Niraparib,BEZ-235,A2780_OVARY,synergy
Niraparib,BEZ-235,A375_SKIN,synergy
Niraparib,BEZ-235,COLO320_LARGE_INTESTINE,synergy
Niraparib,BEZ-235,EFM192A_BREAST,synergy
Niraparib,BEZ-235,ES2_OVARY,synergy
Niraparib,BEZ-235,HCT116_LARGE_INTESTINE,synergy
Niraparib,BEZ-235,HT144_SKIN,synergy
Niraparib,BEZ-235,HT29_LARGE_INTESTINE,synergy
Niraparib,BEZ-235,NCIH460_LUNG,synergy
Niraparib,BEZ-235,NCIH520_LUNG,synergy
Niraparib,BEZ-235,OV90_OVARY,synergy
Niraparib,BEZ-235,RKO_LARGE_INTESTINE,synergy
Niraparib,BEZ-235,RPMI7951_SKIN,synergy
Niraparib,BEZ-235,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,BEZ-235,SKMEL30_SKIN,synergy
Niraparib,BEZ-235,SKMES1_LUNG,synergy
Niraparib,BEZ-235,SKOV3_OVARY,synergy
Niraparib,BEZ-235,T47D_BREAST,synergy
Niraparib,BEZ-235,UACC62_SKIN,synergy
Niraparib,BEZ-235,VCAP_PROSTATE,synergy
Niraparib,BKM-120,TC71_BONE,synergy
Niraparib,Bortezomib,COLO320_LARGE_INTESTINE,synergy
Niraparib,Bortezomib,ES2_OVARY,synergy
Niraparib,Bortezomib,HT29_LARGE_INTESTINE,synergy
Niraparib,Bortezomib,RKO_LARGE_INTESTINE,synergy
Niraparib,Bortezomib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,Bortezomib,SKMEL30_SKIN,synergy
Niraparib,Bortezomib,SW620_LARGE_INTESTINE,synergy
Niraparib,Bortezomib,T47D_BREAST,synergy
Niraparib,Carfilzomib,TC71_BONE,synergy
Niraparib,Crenolanib,TC71_BONE,synergy
Niraparib,Cytarabine,TC71_BONE,synergy
Niraparib,Danusertib,TC71_BONE,synergy
Niraparib,Dasatinib,A2780_OVARY,synergy
Niraparib,Dasatinib,A375_SKIN,synergy
Niraparib,Dasatinib,COLO320_LARGE_INTESTINE,synergy
Niraparib,Dasatinib,HCT116_LARGE_INTESTINE,synergy
Niraparib,Dasatinib,HT29_LARGE_INTESTINE,synergy
Niraparib,Dasatinib,RKO_LARGE_INTESTINE,synergy
Niraparib,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,Dasatinib,SKMEL30_SKIN,synergy
Niraparib,Dasatinib,SW620_LARGE_INTESTINE,synergy
Niraparib,Erlotinib,A2780_OVARY,synergy
Niraparib,Erlotinib,A375_SKIN,synergy
Niraparib,Erlotinib,COLO320_LARGE_INTESTINE,synergy
Niraparib,Erlotinib,ES2_OVARY,synergy
Niraparib,Erlotinib,HT29_LARGE_INTESTINE,synergy
Niraparib,Erlotinib,NCIH1650_LUNG,synergy
Niraparib,Erlotinib,SW620_LARGE_INTESTINE,synergy
Niraparib,Erlotinib,VCAP_PROSTATE,synergy
Niraparib,Etoposide,TC71_BONE,synergy
Niraparib,Everolimus,TC71_BONE,synergy
Niraparib,GSK-461364A,TC71_BONE,synergy
Niraparib,KX-01,TC71_BONE,synergy
Niraparib,Lestaurtinib,TC71_BONE,synergy
Niraparib,Linsitinib,TC71_BONE,synergy
Niraparib,MK-1775,TC71_BONE,synergy
Niraparib,MK-2206,A2058_SKIN,synergy
Niraparib,MK-2206,A2780_OVARY,synergy
Niraparib,MK-2206,A375_SKIN,synergy
Niraparib,MK-2206,COLO320_LARGE_INTESTINE,synergy
Niraparib,MK-2206,HCT116_LARGE_INTESTINE,synergy
Niraparib,MK-2206,HT29_LARGE_INTESTINE,synergy
Niraparib,MK-2206,KPL1_BREAST,synergy
Niraparib,MK-2206,NCIH23_LUNG,synergy
Niraparib,MK-2206,NCIH460_LUNG,synergy
Niraparib,MK-2206,RKO_LARGE_INTESTINE,synergy
Niraparib,MK-2206,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,MK-2206,SKMEL30_SKIN,synergy
Niraparib,MK-2206,SKMES1_LUNG,synergy
Niraparib,MK-2206,SKOV3_OVARY,synergy
Niraparib,MK-2206,SW620_LARGE_INTESTINE,synergy
Niraparib,MK-2206,T47D_BREAST,synergy
Niraparib,MK-2206,VCAP_PROSTATE,synergy
Niraparib,Ombrabulin,TC71_BONE,synergy
Niraparib,PD-0325901,A2780_OVARY,synergy
Niraparib,PD-0325901,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,PD-0325901,VCAP_PROSTATE,synergy
Niraparib,Pelitinib,TC71_BONE,synergy
Niraparib,Pralatrexate,TC71_BONE,synergy
Niraparib,Ridaforolimus,A2058_SKIN,synergy
Niraparib,Ridaforolimus,A2780_OVARY,synergy
Niraparib,Ridaforolimus,A375_SKIN,synergy
Niraparib,Ridaforolimus,A427_LUNG,synergy
Niraparib,Ridaforolimus,COLO320_LARGE_INTESTINE,synergy
Niraparib,Ridaforolimus,EFM192A_BREAST,synergy
Niraparib,Ridaforolimus,HT29_LARGE_INTESTINE,synergy
Niraparib,Ridaforolimus,LOVO_LARGE_INTESTINE,synergy
Niraparib,Ridaforolimus,RKO_LARGE_INTESTINE,synergy
Niraparib,Ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,synergy
Niraparib,Ridaforolimus,SKOV3_OVARY,synergy
Niraparib,Ridaforolimus,SW620_LARGE_INTESTINE,synergy
Niraparib,Ridaforolimus,T47D_BREAST,synergy
Niraparib,Ridaforolimus,VCAP_PROSTATE,synergy
Niraparib,Sorafenib,A375_SKIN,synergy
Niraparib,Sorafenib,ES2_OVARY,synergy
Niraparib,Sorafenib,HT29_LARGE_INTESTINE,synergy
Niraparib,Sorafenib,NCIH520_LUNG,synergy
Niraparib,Sorafenib,RKO_LARGE_INTESTINE,synergy
Niraparib,Sorafenib,SKMES1_LUNG,synergy
Niraparib,Sorafenib,SKOV3_OVARY,synergy
Niraparib,Sorafenib,SW620_LARGE_INTESTINE,synergy
Niraparib,Sorafenib,T47D_BREAST,synergy
Niraparib,Sorafenib,VCAP_PROSTATE,synergy
Niraparib,Sorafenib,ZR751_BREAST,synergy
Niraparib,Topotecan,A2058_SKIN,synergy
