Drug1,Drug2,Cell_line,classification
Vandetanib,Valrubicin,SKMEL28_SKIN,synergy
Vandetanib,Valrubicin,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Valrubicin,UO31_KIDNEY,antagonism
Vandetanib,Vemurafenib,A549_LUNG,antagonism
Vandetanib,Vemurafenib,ACHN_KIDNEY,antagonism
Vandetanib,Vemurafenib,BT549_BREAST,synergy
Vandetanib,Vemurafenib,CAKI1_KIDNEY,antagonism
Vandetanib,Vemurafenib,EKVX_LUNG,antagonism
Vandetanib,Vemurafenib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Vemurafenib,HS578T_BREAST,synergy
Vandetanib,Vemurafenib,LOXIMVI_SKIN,antagonism
Vandetanib,Vemurafenib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Vemurafenib,SKMEL5_SKIN,synergy
Vandetanib,Vemurafenib,SKOV3_OVARY,antagonism
Vandetanib,Vemurafenib,UO31_KIDNEY,antagonism
Vandetanib,Vismodegib,EKVX_LUNG,antagonism
Vandetanib,Vismodegib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Vismodegib,HS578T_BREAST,synergy
Vandetanib,Vismodegib,HT29_LARGE_INTESTINE,synergy
Vandetanib,Vismodegib,KM12_LARGE_INTESTINE,antagonism
Vandetanib,Vismodegib,LOXIMVI_SKIN,antagonism
Vandetanib,Vismodegib,NCIH522_LUNG,antagonism
Vandetanib,Vismodegib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Vismodegib,SKMEL28_SKIN,synergy
Vandetanib,Vismodegib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Vismodegib,UO31_KIDNEY,antagonism
Vemurafenib,5-Azacitidine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,5-Azacitidine,HS578T_BREAST,synergy
Vemurafenib,5-Azacitidine,KM12_LARGE_INTESTINE,synergy
Vemurafenib,5-Azacitidine,MDAMB435S_SKIN,synergy
Vemurafenib,5-Azacitidine,NCIH460_LUNG,antagonism
Vemurafenib,5-Azacitidine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,5-Azacitidine,SKMEL5_SKIN,synergy
Vemurafenib,Abiraterone,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Abiraterone,MALME3M_SKIN,synergy
Vemurafenib,Abiraterone,PC3_PROSTATE,synergy
Vemurafenib,Abiraterone,SKMEL28_SKIN,synergy
Vemurafenib,Abiraterone,SKMEL5_SKIN,synergy
Vemurafenib,Abiraterone,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Abiraterone,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Abiraterone,UACC257_SKIN,synergy
Vemurafenib,Allopurinol,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Allopurinol,LOXIMVI_SKIN,synergy
Vemurafenib,Allopurinol,UACC62_SKIN,synergy
Vemurafenib,Altretamine,BT549_BREAST,synergy
Vemurafenib,Altretamine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Altretamine,HS578T_BREAST,synergy
Vemurafenib,Altretamine,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Altretamine,KM12_LARGE_INTESTINE,antagonism
Vemurafenib,Altretamine,MALME3M_SKIN,synergy
Vemurafenib,Altretamine,MDAMB435S_SKIN,synergy
Vemurafenib,Altretamine,OVCAR8_OVARY,synergy
Vemurafenib,Altretamine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Altretamine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Altretamine,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Altretamine,UACC257_SKIN,synergy
Vemurafenib,Anastrozole,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Anastrozole,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Anastrozole,MALME3M_SKIN,synergy
Vemurafenib,Anastrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Anastrozole,SKOV3_OVARY,synergy
Vemurafenib,Anastrozole,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Anastrozole,UACC62_SKIN,synergy
Vemurafenib,Axitinib,ACHN_KIDNEY,synergy
Vemurafenib,Axitinib,DU145_PROSTATE,synergy
Vemurafenib,Axitinib,HS578T_BREAST,synergy
Vemurafenib,Axitinib,MDAMB435S_SKIN,synergy
Vemurafenib,Axitinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Axitinib,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Axitinib,SKMEL28_SKIN,synergy
Vemurafenib,Axitinib,SKMEL5_SKIN,synergy
Vemurafenib,Axitinib,SKOV3_OVARY,synergy
Vemurafenib,Axitinib,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Axitinib,UACC257_SKIN,synergy
Vemurafenib,Bortezomib,A498_KIDNEY,synergy
Vemurafenib,Bortezomib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Bortezomib,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Bortezomib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Bortezomib,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Bortezomib,UACC62_SKIN,synergy
Vemurafenib,Busulfan,ACHN_KIDNEY,antagonism
Vemurafenib,Busulfan,CAKI1_KIDNEY,antagonism
Vemurafenib,Busulfan,HCT116_LARGE_INTESTINE,antagonism
Vemurafenib,Busulfan,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Busulfan,LOXIMVI_SKIN,synergy
Vemurafenib,Busulfan,NCIH460_LUNG,antagonism
Vemurafenib,Busulfan,SKOV3_OVARY,synergy
Vemurafenib,Busulfan,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Cabazitaxel,786O_KIDNEY,synergy
Vemurafenib,Cabazitaxel,A549_LUNG,synergy
Vemurafenib,Cabazitaxel,ACHN_KIDNEY,synergy
Vemurafenib,Cabazitaxel,CAKI1_KIDNEY,synergy
Vemurafenib,Cabazitaxel,DU145_PROSTATE,synergy
Vemurafenib,Cabazitaxel,EKVX_LUNG,synergy
Vemurafenib,Cabazitaxel,HCT116_LARGE_INTESTINE,synergy
Vemurafenib,Cabazitaxel,HCT15_LARGE_INTESTINE,synergy
Vemurafenib,Cabazitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Cabazitaxel,HOP62_LUNG,synergy
Vemurafenib,Cabazitaxel,HS578T_BREAST,synergy
Vemurafenib,Cabazitaxel,IGROV1_OVARY,synergy
Vemurafenib,Cabazitaxel,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Cabazitaxel,KM12_LARGE_INTESTINE,synergy
Vemurafenib,Cabazitaxel,LOXIMVI_SKIN,antagonism
Vemurafenib,Cabazitaxel,MDAMB231_BREAST,synergy
Vemurafenib,Cabazitaxel,MDAMB435S_SKIN,synergy
Vemurafenib,Cabazitaxel,NCIH2122_LUNG,synergy
Vemurafenib,Cabazitaxel,NCIH226_LUNG,synergy
Vemurafenib,Cabazitaxel,NCIH23_LUNG,synergy
Vemurafenib,Cabazitaxel,NCIH460_LUNG,synergy
Vemurafenib,Cabazitaxel,OVCAR4_OVARY,synergy
Vemurafenib,Cabazitaxel,OVCAR8_OVARY,synergy
Vemurafenib,Cabazitaxel,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Cabazitaxel,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Cabazitaxel,SKMEL5_SKIN,synergy
Vemurafenib,Cabazitaxel,SNB75_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Cabazitaxel,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Cabazitaxel,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Cabazitaxel,UACC257_SKIN,synergy
Vemurafenib,Carmustine,A549_LUNG,synergy
Vemurafenib,Carmustine,BT549_BREAST,synergy
Vemurafenib,Carmustine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Carmustine,MALME3M_SKIN,synergy
Vemurafenib,Carmustine,MDAMB468_BREAST,synergy
Vemurafenib,Carmustine,OVCAR4_OVARY,synergy
Vemurafenib,Carmustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Carmustine,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Chlorambucil,A498_KIDNEY,antagonism
Vemurafenib,Chlorambucil,BT549_BREAST,antagonism
Vemurafenib,Chlorambucil,DU145_PROSTATE,synergy
Vemurafenib,Chlorambucil,HCT116_LARGE_INTESTINE,antagonism
Vemurafenib,Chlorambucil,HOP92_LUNG,antagonism
Vemurafenib,Chlorambucil,HT29_LARGE_INTESTINE,antagonism
Vemurafenib,Chlorambucil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Chlorambucil,NCIH522_LUNG,antagonism
Vemurafenib,Chlorambucil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Chlorambucil,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Chlorambucil,T47D_BREAST,antagonism
Vemurafenib,Chlorambucil,UACC257_SKIN,synergy
Vemurafenib,Crizotinib,HS578T_BREAST,synergy
Vemurafenib,Crizotinib,LOXIMVI_SKIN,synergy
Vemurafenib,Crizotinib,MDAMB435S_SKIN,synergy
Vemurafenib,Crizotinib,NCIH2122_LUNG,synergy
Vemurafenib,Crizotinib,SKMEL28_SKIN,synergy
Vemurafenib,Crizotinib,SKMEL5_SKIN,synergy
Vemurafenib,Crizotinib,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Crizotinib,UACC257_SKIN,synergy
Vemurafenib,Dacarbazine,ACHN_KIDNEY,antagonism
Vemurafenib,Dacarbazine,CAKI1_KIDNEY,antagonism
Vemurafenib,Dacarbazine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Dacarbazine,IGROV1_OVARY,antagonism
Vemurafenib,Dacarbazine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Dacarbazine,MDAMB435S_SKIN,synergy
Vemurafenib,Dacarbazine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Dacarbazine,UO31_KIDNEY,antagonism
Vemurafenib,Dasatinib,A549_LUNG,synergy
Vemurafenib,Dasatinib,ACHN_KIDNEY,synergy
Vemurafenib,Dasatinib,BT549_BREAST,synergy
Vemurafenib,Dasatinib,CAKI1_KIDNEY,synergy
Vemurafenib,Dasatinib,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Dasatinib,IGROV1_OVARY,synergy
Vemurafenib,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Dasatinib,MDAMB231_BREAST,synergy
Vemurafenib,Dasatinib,NCIH460_LUNG,synergy
Vemurafenib,Dasatinib,OVCAR8_OVARY,synergy
Vemurafenib,Dasatinib,PC3_PROSTATE,synergy
Vemurafenib,Dasatinib,SKOV3_OVARY,synergy
Vemurafenib,Dasatinib,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Dasatinib,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Dasatinib,UO31_KIDNEY,antagonism
Vemurafenib,Decitabine,LOXIMVI_SKIN,synergy
Vemurafenib,Decitabine,MDAMB231_BREAST,synergy
Vemurafenib,Decitabine,OVCAR4_OVARY,antagonism
Vemurafenib,Decitabine,T47D_BREAST,synergy
Vemurafenib,Dexrazoxane,ACHN_KIDNEY,antagonism
Vemurafenib,Dexrazoxane,DU145_PROSTATE,antagonism
Vemurafenib,Dexrazoxane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Dexrazoxane,IGROV1_OVARY,antagonism
Vemurafenib,Dexrazoxane,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Dexrazoxane,KM12_LARGE_INTESTINE,antagonism
Vemurafenib,Dexrazoxane,LOXIMVI_SKIN,synergy
Vemurafenib,Dexrazoxane,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Dexrazoxane,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Dexrazoxane,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Dexrazoxane,UACC257_SKIN,synergy
Vemurafenib,Etoposide,786O_KIDNEY,synergy
Vemurafenib,Etoposide,BT549_BREAST,synergy
Vemurafenib,Etoposide,CAKI1_KIDNEY,synergy
Vemurafenib,Etoposide,EKVX_LUNG,synergy
Vemurafenib,Etoposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Etoposide,HS578T_BREAST,synergy
Vemurafenib,Etoposide,IGROV1_OVARY,antagonism
Vemurafenib,Etoposide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Etoposide,LOXIMVI_SKIN,synergy
Vemurafenib,Etoposide,MCF7_BREAST,synergy
Vemurafenib,Etoposide,MDAMB231_BREAST,synergy
Vemurafenib,Etoposide,MDAMB468_BREAST,synergy
Vemurafenib,Etoposide,NCIH460_LUNG,synergy
Vemurafenib,Etoposide,SNB75_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Etoposide,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Etoposide,UACC257_SKIN,synergy
Vemurafenib,Everolimus,A549_LUNG,synergy
Vemurafenib,Everolimus,BT549_BREAST,synergy
Vemurafenib,Everolimus,CAKI1_KIDNEY,synergy
Vemurafenib,Everolimus,EKVX_LUNG,synergy
Vemurafenib,Everolimus,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Everolimus,HS578T_BREAST,synergy
Vemurafenib,Everolimus,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Everolimus,KM12_LARGE_INTESTINE,synergy
Vemurafenib,Everolimus,MDAMB435S_SKIN,synergy
Vemurafenib,Everolimus,MDAMB468_BREAST,synergy
Vemurafenib,Everolimus,NCIH226_LUNG,antagonism
Vemurafenib,Everolimus,OVCAR4_OVARY,synergy
Vemurafenib,Everolimus,OVCAR8_OVARY,synergy
Vemurafenib,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Everolimus,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Everolimus,SKOV3_OVARY,synergy
Vemurafenib,Everolimus,U251MG_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Everolimus,UACC257_SKIN,synergy
Vemurafenib,Fluorouracil,CAKI1_KIDNEY,synergy
Vemurafenib,Fluorouracil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Fluorouracil,HS578T_BREAST,synergy
Vemurafenib,Fluorouracil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Fluorouracil,MALME3M_SKIN,synergy
Vemurafenib,Fluorouracil,MCF7_BREAST,synergy
Vemurafenib,Fluorouracil,MDAMB231_BREAST,antagonism
Vemurafenib,Fluorouracil,MDAMB468_BREAST,synergy
Vemurafenib,Fluorouracil,NCIH2122_LUNG,synergy
Vemurafenib,Fluorouracil,NCIH226_LUNG,synergy
Vemurafenib,Fluorouracil,NCIH23_LUNG,antagonism
Vemurafenib,Fluorouracil,NCIH522_LUNG,antagonism
Vemurafenib,Fluorouracil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Fluorouracil,SKMEL5_SKIN,antagonism
Vemurafenib,Fluorouracil,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Fluorouracil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Fluorouracil,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Fluorouracil,T47D_BREAST,antagonism
Vemurafenib,Fluorouracil,UACC62_SKIN,antagonism
Vemurafenib,Fulvestrant,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Fulvestrant,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Fulvestrant,MALME3M_SKIN,synergy
Vemurafenib,Fulvestrant,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Fulvestrant,UACC62_SKIN,synergy
Vemurafenib,Gefitinib,786O_KIDNEY,synergy
Vemurafenib,Gefitinib,HCT15_LARGE_INTESTINE,synergy
Vemurafenib,Gefitinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Gefitinib,HOP62_LUNG,antagonism
Vemurafenib,Gefitinib,HS578T_BREAST,synergy
Vemurafenib,Gefitinib,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Gefitinib,IGROV1_OVARY,synergy
Vemurafenib,Gefitinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Gefitinib,KM12_LARGE_INTESTINE,antagonism
Vemurafenib,Gefitinib,LOXIMVI_SKIN,synergy
Vemurafenib,Gefitinib,MALME3M_SKIN,synergy
Vemurafenib,Gefitinib,MDAMB435S_SKIN,synergy
Vemurafenib,Gefitinib,MDAMB468_BREAST,synergy
Vemurafenib,Gefitinib,NCIH460_LUNG,synergy
Vemurafenib,Gefitinib,NCIH522_LUNG,synergy
Vemurafenib,Gefitinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Gefitinib,SF295_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Gefitinib,SKMEL28_SKIN,synergy
Vemurafenib,Gefitinib,SKMEL5_SKIN,synergy
Vemurafenib,Gefitinib,SKOV3_OVARY,synergy
Vemurafenib,Gefitinib,UACC257_SKIN,synergy
Vemurafenib,Gefitinib,UACC62_SKIN,synergy
Vemurafenib,Gefitinib,UO31_KIDNEY,antagonism
Vemurafenib,Hydroxyurea,ACHN_KIDNEY,antagonism
Vemurafenib,Hydroxyurea,CAKI1_KIDNEY,antagonism
Vemurafenib,Hydroxyurea,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Hydroxyurea,HS578T_BREAST,synergy
Vemurafenib,Hydroxyurea,LOXIMVI_SKIN,synergy
Vemurafenib,Hydroxyurea,UACC62_SKIN,synergy
Vemurafenib,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Ifosfamide,HS578T_BREAST,synergy
Vemurafenib,Ifosfamide,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Ifosfamide,NCIH2122_LUNG,synergy
Vemurafenib,Ifosfamide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Ifosfamide,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Imatinib,CAKI1_KIDNEY,synergy
Vemurafenib,Imatinib,HCT15_LARGE_INTESTINE,synergy
Vemurafenib,Imatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Imatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Imatinib,NCIH460_LUNG,synergy
Vemurafenib,Imatinib,SKMEL5_SKIN,antagonism
Vemurafenib,Imatinib,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Imiquimod,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Imiquimod,HS578T_BREAST,synergy
Vemurafenib,Imiquimod,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Imiquimod,MALME3M_SKIN,synergy
Vemurafenib,Imiquimod,SKMEL5_SKIN,antagonism
Vemurafenib,Imiquimod,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Imiquimod,UACC62_SKIN,synergy
Vemurafenib,Ixabepilone,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Ixabepilone,MDAMB435S_SKIN,synergy
Vemurafenib,Ixabepilone,SKMEL28_SKIN,synergy
Vemurafenib,Ixabepilone,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Ixabepilone,UACC257_SKIN,synergy
Vemurafenib,Lenalidomide,MDAMB435S_SKIN,synergy
Vemurafenib,Lenalidomide,SKMEL5_SKIN,synergy
Vemurafenib,Lenalidomide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Letrozole,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Letrozole,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Letrozole,MALME3M_SKIN,synergy
Vemurafenib,Letrozole,NCIH460_LUNG,synergy
Vemurafenib,Letrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Letrozole,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Lomustine,786O_KIDNEY,synergy
Vemurafenib,Lomustine,A549_LUNG,antagonism
Vemurafenib,Lomustine,ACHN_KIDNEY,synergy
Vemurafenib,Lomustine,BT549_BREAST,synergy
Vemurafenib,Lomustine,CAKI1_KIDNEY,synergy
Vemurafenib,Lomustine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Lomustine,HOP62_LUNG,synergy
Vemurafenib,Lomustine,HOP92_LUNG,antagonism
Vemurafenib,Lomustine,HS578T_BREAST,synergy
Vemurafenib,Lomustine,IGROV1_OVARY,antagonism
Vemurafenib,Lomustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Lomustine,KM12_LARGE_INTESTINE,antagonism
Vemurafenib,Lomustine,MALME3M_SKIN,synergy
Vemurafenib,Lomustine,MDAMB435S_SKIN,synergy
Vemurafenib,Lomustine,MDAMB468_BREAST,synergy
Vemurafenib,Lomustine,NCIH226_LUNG,antagonism
Vemurafenib,Lomustine,NCIH23_LUNG,antagonism
Vemurafenib,Lomustine,OVCAR8_OVARY,synergy
Vemurafenib,Lomustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Lomustine,SKMEL28_SKIN,synergy
Vemurafenib,Lomustine,SKMEL5_SKIN,synergy
Vemurafenib,Lomustine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Lomustine,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Lomustine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Lomustine,UACC257_SKIN,synergy
Vemurafenib,Methotrexate,A498_KIDNEY,antagonism
Vemurafenib,Methotrexate,A549_LUNG,synergy
Vemurafenib,Methotrexate,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Methotrexate,HT29_LARGE_INTESTINE,antagonism
Vemurafenib,Methotrexate,IGROV1_OVARY,antagonism
Vemurafenib,Methotrexate,KM12_LARGE_INTESTINE,synergy
Vemurafenib,Methotrexate,SKMEL5_SKIN,antagonism
Vemurafenib,Methotrexate,SKOV3_OVARY,antagonism
Vemurafenib,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vemurafenib,Methotrexate,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vemurafenib,Methotrexate,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Methoxsalen,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Methoxsalen,HOP62_LUNG,synergy
Vemurafenib,Methoxsalen,KM12_LARGE_INTESTINE,synergy
Vemurafenib,Methoxsalen,LOXIMVI_SKIN,synergy
Vemurafenib,Methoxsalen,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,synergy
Vemurafenib,Methoxsalen,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Mitotane,786O_KIDNEY,synergy
Vemurafenib,Mitotane,A549_LUNG,synergy
Vemurafenib,Mitotane,ACHN_KIDNEY,synergy
Vemurafenib,Mitotane,HCT116_LARGE_INTESTINE,synergy
Vemurafenib,Mitotane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Mitotane,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Mitotane,KM12_LARGE_INTESTINE,synergy
Vemurafenib,Mitotane,LOXIMVI_SKIN,synergy
Vemurafenib,Mitotane,MALME3M_SKIN,synergy
Vemurafenib,Mitotane,MDAMB231_BREAST,synergy
Vemurafenib,Mitotane,MDAMB435S_SKIN,synergy
Vemurafenib,Mitotane,SKMEL28_SKIN,synergy
Vemurafenib,Mitotane,SKMEL5_SKIN,synergy
Vemurafenib,Mitotane,SW620_LARGE_INTESTINE,synergy
Vemurafenib,Mitotane,UACC62_SKIN,synergy
Vemurafenib,Paclitaxel,786O_KIDNEY,synergy
Vemurafenib,Paclitaxel,A549_LUNG,synergy
Vemurafenib,Paclitaxel,ACHN_KIDNEY,antagonism
Vemurafenib,Paclitaxel,BT549_BREAST,synergy
Vemurafenib,Paclitaxel,EKVX_LUNG,synergy
Vemurafenib,Paclitaxel,HCT116_LARGE_INTESTINE,synergy
Vemurafenib,Paclitaxel,HCT15_LARGE_INTESTINE,synergy
Vemurafenib,Paclitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Paclitaxel,HOP62_LUNG,synergy
Vemurafenib,Paclitaxel,HS578T_BREAST,synergy
Vemurafenib,Paclitaxel,HT29_LARGE_INTESTINE,synergy
Vemurafenib,Paclitaxel,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vemurafenib,Paclitaxel,KM12_LARGE_INTESTINE,synergy
Vemurafenib,Paclitaxel,LOXIMVI_SKIN,synergy
Vemurafenib,Paclitaxel,MDAMB231_BREAST,synergy
Vemurafenib,Paclitaxel,MDAMB435S_SKIN,synergy
Vemurafenib,Paclitaxel,MDAMB468_BREAST,synergy
Vemurafenib,Paclitaxel,NCIH2122_LUNG,synergy
Vemurafenib,Paclitaxel,NCIH23_LUNG,synergy
Vemurafenib,Paclitaxel,OVCAR4_OVARY,synergy
Vemurafenib,Paclitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
